token_len,entity_count,bridge_flag,label,question,id
24,5,0,C,"The producer of The Wreckage of Stars also produced albums for Texas in July, Everclear, and what other American metalcore band from Lancaster, Pennsylvania?",5ab7409f55429928e1fe3843
17,5,0,C,"What magazine an American monthly food and lifestyle magazine founded in 1987, Cooking Light or Hot Rod?",5a745eb055429979e2882928
15,2,0,C,"Which tennis player has received a higher World singles ranking, Xavier Malisse or Virginia Wade?",5a887540554299206df2b27c
31,4,0,C,"Atoms for Peace are an English-American experimental rock supergroup comprising Radiohead singer Thom Yorke, is an English musician and composer, best known as the singer and principal songwriter of which band?",5ab7f030554299366779405a
17,2,0,C,What was the year founded of the football team that Aaron Galindo is currently a part of?,5a7a791f55429941d65f2669
15,0,0,C,What is the nationality of the singer-songwriter who wrote the poetry collection Early Work ?,5a90bd6555429933b8a205cf
14,1,1,C,Where does Lance Stephenson of the Indiana Pacers basketball team play his home games?,5ab433675542991751b4d6e6
13,1,1,C,Where did the father of Maria Brontë spend most of his adult life?,5ac47249554299194317399c
15,2,1,C,What is the name of the architect who designed the Lincoln Memorial dedicated in 1922?,5a88dbe95542993b751ca88f
10,3,0,C,Toronto's Insight Sports is partially owned by what Canadian businessman?,5aba04fb55429939ce03dc54
10,3,1,C,Who was born first George Marshall or Allan Dwan ?,5a79f2185542996a35c1703d
16,2,0,C,"The 2005 documentary ""The Aristocrats"" was dedicated to a comedian that received how many Emmy Awards?",5ae0925e55429945ae9593c9
13,2,0,C,The Nike Mercurial Vapor is a football shoe worn by which Colombian striker?,5a7f165b55429934daa2fccd
12,1,0,C,Lendley C. Black is Chancellor of a university offering how many majors?,5a8ba62d554299240d9c205c
18,2,1,C,West Ridge and the ridge that has IndependenceAvenue/Liberation Avenue as its eastern boundary are separated by what road? ,5abd40585542993062266c3e
11,0,1,C,What is the historical name of the acid that dissolves phenazine?,5ae6053c55429929b0807a60
13,2,0,C,"Who completed more books in their lifetime, Anne Frank or John Kennedy Toole?",5a80b84a5542992bc0c4a7dc
14,2,0,C,"Die Meistersinger von Nürnberg and Iphigénie en Aulide, are which type of music drama?",5ae42a195542995ad6573d0e
17,2,0,C,"What side of town is the Chicago Mayer-endorsed, 38th Ward of the City of Chicago alderman serving?",5ae1aed65542997f29b3c0ff
22,4,0,C,What American professional basketball player born in 1986 was awarded the Dave Gavitt Trophy during the 2007 Big East Men's Basketball Championship? ,5add180e5542992ae4cec45c
10,1,1,C,Where is the company that built Woodvale Historic District located?,5a7c75a655429935c91b51c4
13,1,0,C,"The Time: Night, is a novella by which Russian writer, novelist and playwright?",5a76c0d3554299373536019f
10,2,1,C,From what country are both Maurice Newman and Macquarie University? ,5a8b1fc955429971feec4643
10,1,0,C,Were Up and The Watercolor released in the same year?,5a8add645542992d82986fb5
15,2,0,C,Which mentor in the 3rd Sa Re Ga Ma Pa Challenge died in Kokilaben hospital?,5a754aa455429916b01642e3
13,3,0,C,"What city is located in Gauteng, South Africa with a suburb called Kew?",5abad3395542996cc5e49e9f
14,3,0,C,"What electronic band's  song ""Dangerous"" was certified gold by the RIAA in May 2015?",5aba6de555429955dce3ee1d
9,2,0,C,Are David Gordon Green and Larry Hagman both actors?,5ae0abf655429945ae95940d
23,4,0,C,For which North American auto racing series launched by the Sports Car Club of America does Jack Baldwin drive a Porsche Cayman S?,5a7ba64c5542995eb53be97b
6,0,0,C,Are Calochone and Adlumia both plants?,5ae060415542993d6555eb19
20,2,0,C,What year was the English actor and film producer born in who also starred in an adaptation with Renee Zellweger?,5a8f20d655429924144829dc
22,4,0,C,"Who's the Hungarian-born US film director renowned for adapting Stephen King novellas to the screen, including The Mist and The Green Mile?",5ae70f035542991bbc9761b1
10,3,0,C," Which species, Cardwellia or Ochagavia, is native to South America?",5ab2b89d554299166977406e
9,0,0,C,Are Grasshopper and Sake bomb both types of drinks?,5ae0af9a5542993d6555ec17
24,5,0,C,"Donington School F.C. was an English football club, based in which large village and civil parish in the South Holland district of Lincolnshire, England?",5a76b649554299373536017f
12,1,0,C,Who achieved fame starring alongside John Richard Schneider in a television series?,5a778e1b5542995d831811c5
9,3,1,C,"Who was born first, Joe Manganiello or Kirk Kerkorian?",5a7a0d665542990783324e14
11,2,0,C,Lee Il-hyung's first feature film was released by which company ?,5a82411055429940e5e1a815
15,2,0,C,"Rick Seibold has worked with what artist known for her role in ""Big Time Rush""?",5a7c7a8f55429907fabeef9c
14,1,1,C,"Where is the band that wrote ""The Drug in Me Is You"" based in?",5a73589d55429901807dafd1
12,2,0,C,Who wrote and directed the film in which Adam Beach played Slipknot?,5add624c5542992200553adf
17,5,0,C,"Alamgir joined Meesha Shafi, Strings, Ali Azmat and Shahzad Hasan as a judge on which popular show?",5ade14735542990dbb2f7f49
32,6,0,C,What network is the reality TV Show that features American former professional baseball left fielder who played 22 seasons in Major League Baseball (MLB) with the Pittsburgh Pirates and San Francisco Giants?,5ade18635542997c77aded3e
29,3,0,C,What is the name of the Los Angeles resident who directed a 2016 American superhero film about a surgeon who learns the mystic arts after a career-ending car accident?,5a73931155429905862fe064
11,1,0,C,Emprise Bank has branches in a city situated along what river?,5adfedb755429942ec259b95
8,1,0,C,Who represents the district that Gawthorpe is in?,5ab1c5cb554299722f9b4c61
35,5,0,C,"George Palmer Putnam, was an American publisher, author and explorer, known for his marriage to who, which American aviation pioneer and author, and was the first female aviator to fly solo across the Atlantic Ocean?",5ae73a195542991e8301cbfd
15,2,0,C,Emma Rose Kenney's roll in a Blue Sky Studios produced film earned how much money?,5a7a906555429941d65f26b0
14,3,0,C,The President of Egypt that changed the Hamayouni Decree was born in what year?,5ab55478554299488d4d993d
9,2,0,C,Is Lysichiton and Ageratum geus in the same family?,5ab373d6554299233954ff53
20,3,1,C,A 2001 Indian epic sports-drama film starred an actor who was also know for his role in what 1999 movie?,5adff29555429942ec259ba7
55,9,1,C,"Huddersfield Giants R.L.F.C. are an English professional rugby league club from Huddersfield, West Yorkshire, the birthplace of rugby league, who play in the Super League competition, they play their home games at the Kirklees Stadium which is shared with Huddersfield Town F.C., is a multi-use sports stadium in Huddersfield in West Yorkshire, in which country?",5a7a8dab554299042af8f66a
25,6,0,C,"Javier Mora, is a Mexican boxer in the Heavyweight division, he was defeated by Alexander Vladimirovich ""Sasha"" Povetkin, by a 5-round TKO, in which country?",5ab3020e55429976abd1bc1a
36,4,1,C,"Dixit Dominus is a psalm setting by who, which was a German, later British, baroque composer who spent the bulk of his career in London, becoming well known for his operas, oratorios, anthems, and organ concertos?",5ae726a1554299572ea54738
18,4,1,C,Who is the Russian figure skater who danced with a Russian pair skater and in 1988 and 1994.,5a8b10c655429949d91db49c
16,2,1,C,It Takes a Family is a response to this 1996 book that was published by who,5ab3f9b95542992ade7c6f09
16,1,0,C,The 2016 Washington State Cougars were led by the coach who previously helmed which other team?,5ade45ed554299728e26c699
43,8,0,C,"The San Diego Gulls are a professional ice hockey team in the American Hockey League (AHL) which began playing in the 2015–16 season, the Gulls play their home games at which indoor arena located at Sports Arena Blvd in Point Loma, San Diego?",5adc432d55429944faac24a1
8,2,0,C,Which show connects Arthur Darvill and Matt Smith?,5adcf98255429947343537e9
12,2,0,C,"The Acolytes Protection Agency consisted of what wrestler born November 29, 1966",5ab285d0554299340b5254fa
7,2,0,C,"Which K283BV artist is from Columbus, Ohio?",5a7317535542994cef4bc450
10,1,0,C,"What host of The Voice UK was in ""Doctor Who""?",5a8d15b75542994ba4e3dbea
14,1,0,C,What era was the man associated with Fanny Talbot the leading art critic of?,5a903a4855429933b8a204a9
17,1,0,C,Who wrote the song that caused the Columbia Kingsmen to change their name to Sha Na Na?,5a77365c55429972597f14a6
16,2,0,C,"Which guest who appeared in the album ""Animal Ambition"" was born with the name Albert Johnson? ",5abae247554299660624165c
16,1,1,C,In what city was the rock band formed which was paid tribute by Listen Without Distraction? ,5ac33d31554299741d48a239
9,1,0,C,What is found in Prochlorococcus and essential for photosynthesis?,5a8113ca55429938b61422ab
22,5,0,C,"In which theatre in Los Angeles did the late-night talk show host of ""Chelsea Lately"" host the 2010 MTV Video Music Awards?",5adccffc5542994d58a2f6e0
49,7,0,C,"Brian Keith ""Herbie"" Flowers, is an English musician specialising in electric bass, double bass and tuba, he has contributed to the recording Give My Regards to Broad Street is the fifth studio album by who, as well as the soundtrack album to his 1984 film of the same name?",5abb1cc55542992ccd8e7f16
16,3,0,C,The First Silesian war was fought against the King of Prussia who died in what year?,5a80df91554299260e20a198
22,1,1,C,"The Chandrasekhar limit was named after an astrophysicist, what is the name of his uncle of which is also a novel laureate?",5a8fdc1e5542995b44242097
16,2,0,C,What is the meaning of Trevor Prangley's other division the fought in aside from Light Weight?,5a7d549f5542991319bc93ad
13,3,0,C,"Who acted in ""Shanghai Knights"" and voiced Lightning McQueen in the ""Cars"" franchise?",5ae68e9d55429908198fa60e
27,3,0,C,Which event was a surprise military strike by the Imperial Japanese Navy Air Service while Magruder Hill Tuttle was a senior officer in the United States Navy?,5a8285be55429966c78a6a41
29,6,1,C,"Simone Kirby is an Irish actress, her credits include as Tracey Moynihan in which Irish dramatic television series broadcast, on RTÉ Television, the show aired between 2010 and 2014?",5a8e58cb5542990e94052ae0
24,5,1,C,Who did the professional tennis player currently ranked World No. 1 in men's singles defeat in the 2017 Barcelona Open Banco Sabadell - Singles?,5a72d90d55429901807daf53
16,2,0,C,Which league does the 2010 head coach of the SMU Mustangs football team currently coach in?,5ab6a327554299110f219a45
19,1,0,C,Device – Voice – Drum is the fourth live album by a band that produced how many gold albums?,5adc0856554299438c868d0d
15,1,0,C,"The band that released the album ""Let's Cheers to This"" is from what Florida city?",5a7fb04d55429969796c1b24
13,1,0,C,Which breed of dog is now extinct: Chinese Crested Dog or the Chien-gris?,5a7134ef5542994082a3e668
5,2,0,C,Which African-American composer co-wrote Air?,5a790e91554299078472779e
36,4,0,C,"Anil V. Kumar,  is a television and film director and producer in India, his production house, Flying Turtle Films co-produced the movie ""Zanjeer"" starring Priyanka Chopra and which actor, and entrepreneur, who works in Telugu cinema?",5a759ce25542996c70cfaf0e
21,4,0,C,"On what date did a Canadian politician born January 2, 1979, succeed as leader of the New Democratic Party in Canada? ",5ae3e9995542995dadf24247
11,2,1,C,Which was available first the No Card or the Octopus card?,5a7b26d255429931da12ca00
19,2,1,C,What is the phrase that is commonly used on the day which is observed on 25 April each year?,5a73668e55429901807db02e
16,2,0,C,"Which band's song was used as the theme at the Pepsi Arena on January 8, 2006?",5a7d52655542990b8f50397b
17,3,0,C,The Colts' first ever draft pick was a halfback who won the Heisman Trophy in what year?,5a8ba093554299240d9c203f
21,3,0,C,The Grand Lodge of the Republic of Liberia is based on a branch of North American Freemasonry founded on what date?,5ab6ea2955429954757d33b8
17,3,0,C,"The first female board member for the Liberal Party, she was born in which county in Norway?",5a8647e35542991e771815f5
10,1,0,C,Mary Small served the county whose seat is what town?,5a89ca29554299669944a59d
11,3,0,C,What 1998 film with Arthur Nascarella was directed by Tony Scott?,5ac04545554299294b218f6a
